"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","HK200900623","","","07/16/2018  12:07:36 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900624","","","07/16/2018  13:07:16 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900625","","","07/16/2018  13:07:54 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900626","","","07/16/2018  13:07:24 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900627","","","07/16/2018  13:07:27 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900628","","","07/16/2018  13:07:02 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900629","","","07/16/2018  13:07:44 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900630","","","07/16/2018  13:07:04 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900631","","","07/16/2018  13:07:53 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900632","","","07/16/2018  13:07:03 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900633","","","07/16/2018  14:07:22 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900634","","","07/16/2018  14:07:07 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900635","","","07/16/2018  14:07:12 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900636","","","07/16/2018  14:07:28 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900637","","","07/16/2018  14:07:23 PM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900638","","","07/18/2018  09:07:56 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900639","","","07/18/2018  09:07:15 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900640","","","07/18/2018  10:07:50 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900641","","","07/18/2018  10:07:45 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900642","","","07/18/2018  10:07:09 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900643","","","07/18/2018  10:07:08 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900644","","","07/18/2018  10:07:21 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900645","","","07/18/2018  10:07:13 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900646","","","07/18/2018  10:07:42 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900647","","","07/18/2018  10:07:13 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900648","","","07/18/2018  10:07:30 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900649","","","07/18/2018  10:07:19 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900650","","","07/18/2018  12:07:46 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900651","","","07/18/2018  12:07:31 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900652","","","07/18/2018  12:07:56 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900653","","","07/18/2018  12:07:31 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900654","","","07/18/2018  12:07:18 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900655","","","07/18/2018  12:07:01 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900656","","","07/18/2018  13:07:42 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900657","","","07/18/2018  14:07:39 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900658","","","07/18/2018  14:07:39 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900659","","","07/18/2018  14:07:08 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900660","","","07/23/2018  09:07:07 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900661","","","07/23/2018  09:07:36 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900662","","","07/23/2018  09:07:34 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900663","","","07/23/2018  09:07:21 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900664","","","07/23/2018  09:07:18 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900665","","","07/23/2018  09:07:43 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900666","","","07/23/2018  09:07:14 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900667","","","07/23/2018  10:07:57 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900668","","","07/23/2018  10:07:45 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900669","","","07/23/2018  10:07:21 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900670","","","07/23/2018  10:07:40 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900671","","","07/23/2018  10:07:07 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900672","","","07/23/2018  10:07:07 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900673","","","07/23/2018  10:07:08 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900674","","","07/23/2018  10:07:10 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900675","","","07/23/2018  10:07:00 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900676","","","07/23/2018  10:07:19 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900677","","","07/23/2018  10:07:21 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900678","","","07/23/2018  11:07:54 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900679","","","07/23/2018  11:07:09 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900680","","","07/23/2018  11:07:04 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900681","","","07/23/2018  11:07:00 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900682","","","07/23/2018  11:07:26 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900683","","","07/23/2018  11:07:44 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900684","","","07/23/2018  12:07:17 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900685","","","07/23/2018  12:07:49 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900686","","","07/23/2018  12:07:23 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900687","","","07/23/2018  12:07:06 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900688","","","07/23/2018  12:07:53 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900689","","","07/23/2018  12:07:37 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900690","","","07/23/2018  13:07:45 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900691","","","07/23/2018  13:07:38 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900692","","","07/23/2018  14:07:59 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900693","","","07/23/2018  14:07:13 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900694","","","07/23/2018  14:07:36 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900695","","","07/24/2018  13:07:26 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900697","","","07/24/2018  13:07:01 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900698","","","07/24/2018  14:07:24 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900699","","","07/24/2018  14:07:57 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900700","","","07/24/2018  14:07:51 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900701","","","07/24/2018  14:07:35 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900702","","","07/24/2018  14:07:01 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900703","","","07/26/2018  08:07:44 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900704","","","07/26/2018  08:07:43 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900705","","","07/26/2018  08:07:28 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900706","","","07/26/2018  08:07:01 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900707","","","07/26/2018  08:07:57 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900708","","","07/26/2018  09:07:25 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900709","","","07/26/2018  09:07:14 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900710","","","07/26/2018  09:07:32 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900711","","","07/26/2018  10:07:39 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900712","","","07/26/2018  10:07:17 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900713","","","07/26/2018  10:07:27 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
